"id","date","open","high","low","close","adj_close","volume","stock_id"
"2274","2019-02-28","318.9200134277343750","320.0000000000000000","310.8099975585937500","319.8800048828125000","319.8800048828125000","10520700","TSLA"
"2275","2019-03-01","306.9400024414062500","307.1300048828125000","291.8999938964843750","294.7900085449218750","294.7900085449218750","22911400","TSLA"
"2276","2019-03-04","298.1199951171875000","299.0000000000000000","282.7799987792968750","285.3599853515625000","285.3599853515625000","17096800","TSLA"
"2277","2019-03-05","282.0000000000000000","284.0000000000000000","270.1000061035156250","276.5400085449218750","276.5400085449218750","18764700","TSLA"
"2278","2019-03-06","276.4800109863281250","281.5100097656250000","274.3900146484375000","276.2399902343750000","276.2399902343750000","10335500","TSLA"
"2279","2019-03-07","278.8399963378906250","284.7000122070312500","274.2500000000000000","276.5899963378906250","276.5899963378906250","9442500","TSLA"
"2280","2019-03-08","276.9100036621093750","285.5899963378906250","275.8900146484375000","284.1400146484375000","284.1400146484375000","8819600","TSLA"
"2281","2019-03-11","283.5199890136718750","291.2799987792968750","280.5000000000000000","290.9200134277343750","290.9200134277343750","7392300","TSLA"
"2282","2019-03-12","286.4899902343750000","288.0700073242187500","281.0599975585937500","283.3599853515625000","283.3599853515625000","7504100","TSLA"
"2283","2019-03-13","283.8999938964843750","291.9899902343750000","282.7000122070312500","288.9599914550781250","288.9599914550781250","6844700","TSLA"
"2284","2019-03-14","292.4500122070312500","295.3900146484375000","288.2900085449218750","289.9599914550781250","289.9599914550781250","7103400","TSLA"
"2285","2019-03-15","283.5100097656250000","283.7200012207031250","274.3999938964843750","275.4299926757812500","275.4299926757812500","14785500","TSLA"
"2286","2019-03-18","276.0000000000000000","278.0499877929687500","267.2999877929687500","269.4899902343750000","269.4899902343750000","10281000","TSLA"
"2287","2019-03-19","267.5000000000000000","273.2999877929687500","263.4599914550781250","267.4700012207031250","267.4700012207031250","11800600","TSLA"
"2288","2019-03-20","269.6900024414062500","274.9700012207031250","266.2999877929687500","273.6000061035156250","273.6000061035156250","6908200","TSLA"
"2289","2019-03-21","272.6000061035156250","276.4500122070312500","268.4500122070312500","274.0199890136718750","274.0199890136718750","5947100","TSLA"
"2290","2019-03-22","272.5799865722656250","272.7999877929687500","264.0000000000000000","264.5299987792968750","264.5299987792968750","8745600","TSLA"
"2291","2019-03-25","259.7099914550781250","263.1799926757812500","254.4600067138671875","260.4200134277343750","260.4200134277343750","10215000","TSLA"
"2292","2019-03-26","264.4400024414062500","270.2600097656250000","264.4299926757812500","267.7699890136718750","267.7699890136718750","7350900","TSLA"
"2293","2019-03-27","268.7500000000000000","275.3699951171875000","268.1799926757812500","274.8299865722656250","274.8299865722656250","8779200","TSLA"
"2294","2019-03-28","277.1600036621093750","280.3299865722656250","275.1000061035156250","278.6199951171875000","278.6199951171875000","6774100","TSLA"
"2295","2019-03-29","278.7000122070312500","280.1600036621093750","274.5000000000000000","279.8599853515625000","279.8599853515625000","5991300","TSLA"
"2296","2019-04-01","282.6199951171875000","289.2000122070312500","281.2799987792968750","289.1799926757812500","289.1799926757812500","8110400","TSLA"
"2297","2019-04-02","288.2999877929687500","289.4400024414062500","283.8800048828125000","285.8800048828125000","285.8800048828125000","5478900","TSLA"
"2298","2019-04-03","287.3200073242187500","296.1700134277343750","287.1700134277343750","291.8099975585937500","291.8099975585937500","7929900","TSLA"
"2299","2019-04-04","261.8900146484375000","271.2000122070312500","260.5899963378906250","267.7799987792968750","267.7799987792968750","23720700","TSLA"
